"","nowcast_date","week","clade","source","nseq"
"3122",2025-05-14,2025-04-23,"24A","NCBI",0
"3123",2025-05-14,2025-04-23,"24B","California COVIDNet",0
"3124",2025-05-14,2025-04-23,"24B","NCBI",0
"3125",2025-05-14,2025-04-23,"24C","California COVIDNet",1
"3126",2025-05-14,2025-04-23,"24C","NCBI",0
"3127",2025-05-14,2025-04-23,"24D","California COVIDNet",0
"3128",2025-05-14,2025-04-23,"24D","NCBI",0
"3129",2025-05-14,2025-04-23,"24E","California COVIDNet",2
"3130",2025-05-14,2025-04-23,"24E","NCBI",0
"3131",2025-05-14,2025-04-23,"24F","California COVIDNet",1
"3132",2025-05-14,2025-04-23,"24F","NCBI",0
"3133",2025-05-14,2025-04-23,"24H","California COVIDNet",2
"3134",2025-05-14,2025-04-23,"24H","NCBI",0
"3135",2025-05-14,2025-04-23,"24I","California COVIDNet",0
"3136",2025-05-14,2025-04-23,"24I","NCBI",0
"3137",2025-05-14,2025-04-23,"25A","California COVIDNet",21
"3138",2025-05-14,2025-04-23,"25A","NCBI",0
"3139",2025-05-14,2025-04-23,"25B","California COVIDNet",0
"3140",2025-05-14,2025-04-23,"25B","NCBI",0
"3141",2025-05-14,2025-04-23,"25C","California COVIDNet",0
"3142",2025-05-14,2025-04-23,"25C","NCBI",0
"3143",2025-05-14,2025-04-23,"other","California COVIDNet",1
"3144",2025-05-14,2025-04-23,"other","NCBI",0
"3145",2025-05-14,2025-04-23,"recombinant","California COVIDNet",1
"3146",2025-05-14,2025-04-23,"recombinant","NCBI",0
"3147",2025-05-14,2025-04-30,"24A","California COVIDNet",0
"3148",2025-05-14,2025-04-30,"24A","NCBI",0
"3149",2025-05-14,2025-04-30,"24B","California COVIDNet",0
"3150",2025-05-14,2025-04-30,"24B","NCBI",0
"3151",2025-05-14,2025-04-30,"24C","California COVIDNet",0
"3152",2025-05-14,2025-04-30,"24C","NCBI",0
"3153",2025-05-14,2025-04-30,"24D","California COVIDNet",0
"3154",2025-05-14,2025-04-30,"24D","NCBI",0
"3155",2025-05-14,2025-04-30,"24E","California COVIDNet",0
"3156",2025-05-14,2025-04-30,"24E","NCBI",0
"3157",2025-05-14,2025-04-30,"24F","California COVIDNet",0
"3158",2025-05-14,2025-04-30,"24F","NCBI",0
"3159",2025-05-14,2025-04-30,"24H","California COVIDNet",0
"3160",2025-05-14,2025-04-30,"24H","NCBI",0
"3161",2025-05-14,2025-04-30,"24I","California COVIDNet",0
"3162",2025-05-14,2025-04-30,"24I","NCBI",0
"3163",2025-05-14,2025-04-30,"25A","California COVIDNet",1
"3164",2025-05-14,2025-04-30,"25A","NCBI",0
"3165",2025-05-14,2025-04-30,"25B","California COVIDNet",0
"3166",2025-05-14,2025-04-30,"25B","NCBI",0
"3167",2025-05-14,2025-04-30,"25C","California COVIDNet",0
"3168",2025-05-14,2025-04-30,"25C","NCBI",0
"3169",2025-05-14,2025-04-30,"other","California COVIDNet",0
"3170",2025-05-14,2025-04-30,"other","NCBI",0
"3171",2025-05-14,2025-04-30,"recombinant","California COVIDNet",0
"3172",2025-05-14,2025-04-30,"recombinant","NCBI",0
"3173",2025-05-14,2025-05-07,"24A","California COVIDNet",0
"3174",2025-05-14,2025-05-07,"24A","NCBI",0
"3175",2025-05-14,2025-05-07,"24B","California COVIDNet",0
"3176",2025-05-14,2025-05-07,"24B","NCBI",0
"3177",2025-05-14,2025-05-07,"24C","California COVIDNet",0
"3178",2025-05-14,2025-05-07,"24C","NCBI",0
"3179",2025-05-14,2025-05-07,"24D","California COVIDNet",0
"3180",2025-05-14,2025-05-07,"24D","NCBI",0
"3181",2025-05-14,2025-05-07,"24E","California COVIDNet",0
"3182",2025-05-14,2025-05-07,"24E","NCBI",0
"3183",2025-05-14,2025-05-07,"24F","California COVIDNet",0
"3184",2025-05-14,2025-05-07,"24F","NCBI",0
"3185",2025-05-14,2025-05-07,"24H","California COVIDNet",0
"3186",2025-05-14,2025-05-07,"24H","NCBI",0
"3187",2025-05-14,2025-05-07,"24I","California COVIDNet",0
"3188",2025-05-14,2025-05-07,"24I","NCBI",0
"3189",2025-05-14,2025-05-07,"25A","California COVIDNet",0
"3190",2025-05-14,2025-05-07,"25A","NCBI",0
"3191",2025-05-14,2025-05-07,"25B","California COVIDNet",0
"3192",2025-05-14,2025-05-07,"25B","NCBI",0
"3193",2025-05-14,2025-05-07,"25C","California COVIDNet",0
"3194",2025-05-14,2025-05-07,"25C","NCBI",0
"3195",2025-05-14,2025-05-07,"other","California COVIDNet",0
"3196",2025-05-14,2025-05-07,"other","NCBI",0
"3197",2025-05-14,2025-05-07,"recombinant","California COVIDNet",0
"3198",2025-05-14,2025-05-07,"recombinant","NCBI",0
"3199",2025-05-14,2025-05-14,"24A","California COVIDNet",0
"3200",2025-05-14,2025-05-14,"24A","NCBI",0
"3201",2025-05-14,2025-05-14,"24B","California COVIDNet",0
"3202",2025-05-14,2025-05-14,"24B","NCBI",0
"3203",2025-05-14,2025-05-14,"24C","California COVIDNet",0
"3204",2025-05-14,2025-05-14,"24C","NCBI",0
"3205",2025-05-14,2025-05-14,"24D","California COVIDNet",0
"3206",2025-05-14,2025-05-14,"24D","NCBI",0
"3207",2025-05-14,2025-05-14,"24E","California COVIDNet",0
"3208",2025-05-14,2025-05-14,"24E","NCBI",0
"3209",2025-05-14,2025-05-14,"24F","California COVIDNet",0
"3210",2025-05-14,2025-05-14,"24F","NCBI",0
"3211",2025-05-14,2025-05-14,"24H","California COVIDNet",0
"3212",2025-05-14,2025-05-14,"24H","NCBI",0
"3213",2025-05-14,2025-05-14,"24I","California COVIDNet",0
"3214",2025-05-14,2025-05-14,"24I","NCBI",0
"3215",2025-05-14,2025-05-14,"25A","California COVIDNet",0
"3216",2025-05-14,2025-05-14,"25A","NCBI",0
"3217",2025-05-14,2025-05-14,"25B","California COVIDNet",0
"3218",2025-05-14,2025-05-14,"25B","NCBI",0
"3219",2025-05-14,2025-05-14,"25C","California COVIDNet",0
"3220",2025-05-14,2025-05-14,"25C","NCBI",0
"3221",2025-05-14,2025-05-14,"other","California COVIDNet",0
"3222",2025-05-14,2025-05-14,"other","NCBI",0
"3223",2025-05-14,2025-05-14,"recombinant","California COVIDNet",0
"3224",2025-05-14,2025-05-14,"recombinant","NCBI",0
"3225",2025-05-14,2025-05-21,"24A","California COVIDNet",0
"3226",2025-05-14,2025-05-21,"24A","NCBI",0
"3227",2025-05-14,2025-05-21,"24B","California COVIDNet",0
"3228",2025-05-14,2025-05-21,"24B","NCBI",0
"3229",2025-05-14,2025-05-21,"24C","California COVIDNet",0
"3230",2025-05-14,2025-05-21,"24C","NCBI",0
"3231",2025-05-14,2025-05-21,"24D","California COVIDNet",0
"3232",2025-05-14,2025-05-21,"24D","NCBI",0
"3233",2025-05-14,2025-05-21,"24E","California COVIDNet",0
"3234",2025-05-14,2025-05-21,"24E","NCBI",0
"3235",2025-05-14,2025-05-21,"24F","California COVIDNet",0
"3236",2025-05-14,2025-05-21,"24F","NCBI",0
"3237",2025-05-14,2025-05-21,"24H","California COVIDNet",0
"3238",2025-05-14,2025-05-21,"24H","NCBI",0
"3239",2025-05-14,2025-05-21,"24I","California COVIDNet",0
"3240",2025-05-14,2025-05-21,"24I","NCBI",0
"3241",2025-05-14,2025-05-21,"25A","California COVIDNet",0
"3242",2025-05-14,2025-05-21,"25A","NCBI",0
"3243",2025-05-14,2025-05-21,"25B","California COVIDNet",0
"3244",2025-05-14,2025-05-21,"25B","NCBI",0
"3245",2025-05-14,2025-05-21,"25C","California COVIDNet",0
"3246",2025-05-14,2025-05-21,"25C","NCBI",0
"3247",2025-05-14,2025-05-21,"other","California COVIDNet",0
"3248",2025-05-14,2025-05-21,"other","NCBI",0
"3249",2025-05-14,2025-05-21,"recombinant","California COVIDNet",0
"3250",2025-05-14,2025-05-21,"recombinant","NCBI",0
"3251",2025-05-14,2025-05-28,"24A","California COVIDNet",0
"3252",2025-05-14,2025-05-28,"24A","NCBI",0
"3253",2025-05-14,2025-05-28,"24B","California COVIDNet",0
"3254",2025-05-14,2025-05-28,"24B","NCBI",0
"3255",2025-05-14,2025-05-28,"24C","California COVIDNet",0
"3256",2025-05-14,2025-05-28,"24C","NCBI",0
"3257",2025-05-14,2025-05-28,"24D","California COVIDNet",0
"3258",2025-05-14,2025-05-28,"24D","NCBI",0
"3259",2025-05-14,2025-05-28,"24E","California COVIDNet",0
"3260",2025-05-14,2025-05-28,"24E","NCBI",0
"3261",2025-05-14,2025-05-28,"24F","California COVIDNet",0
"3262",2025-05-14,2025-05-28,"24F","NCBI",0
"3263",2025-05-14,2025-05-28,"24H","California COVIDNet",0
"3264",2025-05-14,2025-05-28,"24H","NCBI",0
"3265",2025-05-14,2025-05-28,"24I","California COVIDNet",0
"3266",2025-05-14,2025-05-28,"24I","NCBI",0
"3267",2025-05-14,2025-05-28,"25A","California COVIDNet",0
"3268",2025-05-14,2025-05-28,"25A","NCBI",0
"3269",2025-05-14,2025-05-28,"25B","California COVIDNet",0
"3270",2025-05-14,2025-05-28,"25B","NCBI",0
"3271",2025-05-14,2025-05-28,"25C","California COVIDNet",0
"3272",2025-05-14,2025-05-28,"25C","NCBI",0
"3273",2025-05-14,2025-05-28,"other","California COVIDNet",0
"3274",2025-05-14,2025-05-28,"other","NCBI",0
"3275",2025-05-14,2025-05-28,"recombinant","California COVIDNet",0
"3276",2025-05-14,2025-05-28,"recombinant","NCBI",0
"3277",2025-05-14,2025-06-04,"24A","California COVIDNet",0
"3278",2025-05-14,2025-06-04,"24A","NCBI",0
"3279",2025-05-14,2025-06-04,"24B","California COVIDNet",0
"3280",2025-05-14,2025-06-04,"24B","NCBI",0
"3281",2025-05-14,2025-06-04,"24C","California COVIDNet",0
"3282",2025-05-14,2025-06-04,"24C","NCBI",0
"3283",2025-05-14,2025-06-04,"24D","California COVIDNet",0
"3284",2025-05-14,2025-06-04,"24D","NCBI",0
"3285",2025-05-14,2025-06-04,"24E","California COVIDNet",0
"3286",2025-05-14,2025-06-04,"24E","NCBI",0
"3287",2025-05-14,2025-06-04,"24F","California COVIDNet",0
"3288",2025-05-14,2025-06-04,"24F","NCBI",0
"3289",2025-05-14,2025-06-04,"24H","California COVIDNet",0
"3290",2025-05-14,2025-06-04,"24H","NCBI",0
"3291",2025-05-14,2025-06-04,"24I","California COVIDNet",0
"3292",2025-05-14,2025-06-04,"24I","NCBI",0
"3293",2025-05-14,2025-06-04,"25A","California COVIDNet",0
"3294",2025-05-14,2025-06-04,"25A","NCBI",0
"3295",2025-05-14,2025-06-04,"25B","California COVIDNet",0
"3296",2025-05-14,2025-06-04,"25B","NCBI",0
"3297",2025-05-14,2025-06-04,"25C","California COVIDNet",0
"3298",2025-05-14,2025-06-04,"25C","NCBI",0
"3299",2025-05-14,2025-06-04,"other","California COVIDNet",0
"3300",2025-05-14,2025-06-04,"other","NCBI",0
"3301",2025-05-14,2025-06-04,"recombinant","California COVIDNet",0
"3302",2025-05-14,2025-06-04,"recombinant","NCBI",0
"3303",2025-05-14,2025-06-11,"24A","California COVIDNet",0
"3304",2025-05-14,2025-06-11,"24A","NCBI",0
"3305",2025-05-14,2025-06-11,"24B","California COVIDNet",0
"3306",2025-05-14,2025-06-11,"24B","NCBI",0
"3307",2025-05-14,2025-06-11,"24C","California COVIDNet",0
"3308",2025-05-14,2025-06-11,"24C","NCBI",0
"3309",2025-05-14,2025-06-11,"24D","California COVIDNet",0
"3310",2025-05-14,2025-06-11,"24D","NCBI",0
"3311",2025-05-14,2025-06-11,"24E","California COVIDNet",0
"3312",2025-05-14,2025-06-11,"24E","NCBI",0
"3313",2025-05-14,2025-06-11,"24F","California COVIDNet",0
"3314",2025-05-14,2025-06-11,"24F","NCBI",0
"3315",2025-05-14,2025-06-11,"24H","California COVIDNet",0
"3316",2025-05-14,2025-06-11,"24H","NCBI",0
"3317",2025-05-14,2025-06-11,"24I","California COVIDNet",0
"3318",2025-05-14,2025-06-11,"24I","NCBI",0
"3319",2025-05-14,2025-06-11,"25A","California COVIDNet",0
"3320",2025-05-14,2025-06-11,"25A","NCBI",0
"3321",2025-05-14,2025-06-11,"25B","California COVIDNet",0
"3322",2025-05-14,2025-06-11,"25B","NCBI",0
"3323",2025-05-14,2025-06-11,"25C","California COVIDNet",0
"3324",2025-05-14,2025-06-11,"25C","NCBI",0
"3325",2025-05-14,2025-06-11,"other","California COVIDNet",0
"3326",2025-05-14,2025-06-11,"other","NCBI",0
"3327",2025-05-14,2025-06-11,"recombinant","California COVIDNet",0
"3328",2025-05-14,2025-06-11,"recombinant","NCBI",0
"3329",2025-06-18,2024-11-06,"24A","California COVIDNet",0
"3330",2025-06-18,2024-11-06,"24A","NCBI",0
"3331",2025-06-18,2024-11-06,"24B","California COVIDNet",0
"3332",2025-06-18,2024-11-06,"24B","NCBI",0
"3333",2025-06-18,2024-11-06,"24C","California COVIDNet",0
"3334",2025-06-18,2024-11-06,"24C","NCBI",0
"3335",2025-06-18,2024-11-06,"24D","California COVIDNet",0
"3336",2025-06-18,2024-11-06,"24D","NCBI",0
"3337",2025-06-18,2024-11-06,"24E","California COVIDNet",0
"3338",2025-06-18,2024-11-06,"24E","NCBI",0
"3339",2025-06-18,2024-11-06,"24F","California COVIDNet",0
"3340",2025-06-18,2024-11-06,"24F","NCBI",0
"3341",2025-06-18,2024-11-06,"24H","California COVIDNet",0
"3342",2025-06-18,2024-11-06,"24H","NCBI",0
"3343",2025-06-18,2024-11-06,"24I","California COVIDNet",0
"3344",2025-06-18,2024-11-06,"24I","NCBI",0
"3345",2025-06-18,2024-11-06,"25A","California COVIDNet",0
"3346",2025-06-18,2024-11-06,"25A","NCBI",0
"3347",2025-06-18,2024-11-06,"25B","California COVIDNet",0
"3348",2025-06-18,2024-11-06,"25B","NCBI",0
"3349",2025-06-18,2024-11-06,"25C","California COVIDNet",0
"3350",2025-06-18,2024-11-06,"25C","NCBI",0
"3351",2025-06-18,2024-11-06,"other","California COVIDNet",0
"3352",2025-06-18,2024-11-06,"other","NCBI",0
"3353",2025-06-18,2024-11-06,"recombinant","California COVIDNet",0
"3354",2025-06-18,2024-11-06,"recombinant","NCBI",0
"3355",2025-06-18,2024-11-13,"24A","California COVIDNet",0
"3356",2025-06-18,2024-11-13,"24A","NCBI",0
"3357",2025-06-18,2024-11-13,"24B","California COVIDNet",0
"3358",2025-06-18,2024-11-13,"24B","NCBI",0
"3359",2025-06-18,2024-11-13,"24C","California COVIDNet",0
"3360",2025-06-18,2024-11-13,"24C","NCBI",0
"3361",2025-06-18,2024-11-13,"24D","California COVIDNet",0
"3362",2025-06-18,2024-11-13,"24D","NCBI",0
"3363",2025-06-18,2024-11-13,"24E","California COVIDNet",0
"3364",2025-06-18,2024-11-13,"24E","NCBI",0
"3365",2025-06-18,2024-11-13,"24F","California COVIDNet",0
"3366",2025-06-18,2024-11-13,"24F","NCBI",0
"3367",2025-06-18,2024-11-13,"24H","California COVIDNet",0
"3368",2025-06-18,2024-11-13,"24H","NCBI",0
"3369",2025-06-18,2024-11-13,"24I","California COVIDNet",0
"3370",2025-06-18,2024-11-13,"24I","NCBI",0
"3371",2025-06-18,2024-11-13,"25A","California COVIDNet",0
"3372",2025-06-18,2024-11-13,"25A","NCBI",0
"3373",2025-06-18,2024-11-13,"25B","California COVIDNet",0
"3374",2025-06-18,2024-11-13,"25B","NCBI",0
"3375",2025-06-18,2024-11-13,"25C","California COVIDNet",0
"3376",2025-06-18,2024-11-13,"25C","NCBI",0
"3377",2025-06-18,2024-11-13,"other","California COVIDNet",0
"3378",2025-06-18,2024-11-13,"other","NCBI",0
"3379",2025-06-18,2024-11-13,"recombinant","California COVIDNet",0
"3380",2025-06-18,2024-11-13,"recombinant","NCBI",0
"3381",2025-06-18,2024-11-20,"24A","California COVIDNet",0
"3382",2025-06-18,2024-11-20,"24A","NCBI",0
"3383",2025-06-18,2024-11-20,"24B","California COVIDNet",0
"3384",2025-06-18,2024-11-20,"24B","NCBI",0
"3385",2025-06-18,2024-11-20,"24C","California COVIDNet",0
"3386",2025-06-18,2024-11-20,"24C","NCBI",0
"3387",2025-06-18,2024-11-20,"24D","California COVIDNet",0
"3388",2025-06-18,2024-11-20,"24D","NCBI",0
"3389",2025-06-18,2024-11-20,"24E","California COVIDNet",0
"3390",2025-06-18,2024-11-20,"24E","NCBI",0
"3391",2025-06-18,2024-11-20,"24F","California COVIDNet",0
"3392",2025-06-18,2024-11-20,"24F","NCBI",0
"3393",2025-06-18,2024-11-20,"24H","California COVIDNet",0
"3394",2025-06-18,2024-11-20,"24H","NCBI",0
"3395",2025-06-18,2024-11-20,"24I","California COVIDNet",0
"3396",2025-06-18,2024-11-20,"24I","NCBI",0
"3397",2025-06-18,2024-11-20,"25A","California COVIDNet",0
"3398",2025-06-18,2024-11-20,"25A","NCBI",0
"3399",2025-06-18,2024-11-20,"25B","California COVIDNet",0
"3400",2025-06-18,2024-11-20,"25B","NCBI",0
"3401",2025-06-18,2024-11-20,"25C","California COVIDNet",0
"3402",2025-06-18,2024-11-20,"25C","NCBI",0
"3403",2025-06-18,2024-11-20,"other","California COVIDNet",0
"3404",2025-06-18,2024-11-20,"other","NCBI",0
"3405",2025-06-18,2024-11-20,"recombinant","California COVIDNet",0
"3406",2025-06-18,2024-11-20,"recombinant","NCBI",0
"3407",2025-06-18,2024-11-27,"24A","California COVIDNet",0
"3408",2025-06-18,2024-11-27,"24A","NCBI",0
"3409",2025-06-18,2024-11-27,"24B","California COVIDNet",0
"3410",2025-06-18,2024-11-27,"24B","NCBI",0
"3411",2025-06-18,2024-11-27,"24C","California COVIDNet",0
"3412",2025-06-18,2024-11-27,"24C","NCBI",0
"3413",2025-06-18,2024-11-27,"24D","California COVIDNet",0
"3414",2025-06-18,2024-11-27,"24D","NCBI",0
"3415",2025-06-18,2024-11-27,"24E","California COVIDNet",0
"3416",2025-06-18,2024-11-27,"24E","NCBI",0
"3417",2025-06-18,2024-11-27,"24F","California COVIDNet",0
"3418",2025-06-18,2024-11-27,"24F","NCBI",0
"3419",2025-06-18,2024-11-27,"24H","California COVIDNet",0
"3420",2025-06-18,2024-11-27,"24H","NCBI",0
"3421",2025-06-18,2024-11-27,"24I","California COVIDNet",0
"3422",2025-06-18,2024-11-27,"24I","NCBI",0
"3423",2025-06-18,2024-11-27,"25A","California COVIDNet",0
"3424",2025-06-18,2024-11-27,"25A","NCBI",0
"3425",2025-06-18,2024-11-27,"25B","California COVIDNet",0
"3426",2025-06-18,2024-11-27,"25B","NCBI",0
"3427",2025-06-18,2024-11-27,"25C","California COVIDNet",0
"3428",2025-06-18,2024-11-27,"25C","NCBI",0
"3429",2025-06-18,2024-11-27,"other","California COVIDNet",0
"3430",2025-06-18,2024-11-27,"other","NCBI",0
"3431",2025-06-18,2024-11-27,"recombinant","California COVIDNet",0
"3432",2025-06-18,2024-11-27,"recombinant","NCBI",0
"3433",2025-06-18,2024-12-04,"24A","California COVIDNet",0
"3434",2025-06-18,2024-12-04,"24A","NCBI",0
"3435",2025-06-18,2024-12-04,"24B","California COVIDNet",0
"3436",2025-06-18,2024-12-04,"24B","NCBI",0
"3437",2025-06-18,2024-12-04,"24C","California COVIDNet",0
"3438",2025-06-18,2024-12-04,"24C","NCBI",0
"3439",2025-06-18,2024-12-04,"24D","California COVIDNet",0
"3440",2025-06-18,2024-12-04,"24D","NCBI",0
"3441",2025-06-18,2024-12-04,"24E","California COVIDNet",0
"3442",2025-06-18,2024-12-04,"24E","NCBI",0
"3443",2025-06-18,2024-12-04,"24F","California COVIDNet",0
"3444",2025-06-18,2024-12-04,"24F","NCBI",0
"3445",2025-06-18,2024-12-04,"24H","California COVIDNet",0
"3446",2025-06-18,2024-12-04,"24H","NCBI",0
"3447",2025-06-18,2024-12-04,"24I","California COVIDNet",0
"3448",2025-06-18,2024-12-04,"24I","NCBI",0
"3449",2025-06-18,2024-12-04,"25A","California COVIDNet",0
"3450",2025-06-18,2024-12-04,"25A","NCBI",0
"3451",2025-06-18,2024-12-04,"25B","California COVIDNet",0
"3452",2025-06-18,2024-12-04,"25B","NCBI",0
"3453",2025-06-18,2024-12-04,"25C","California COVIDNet",0
"3454",2025-06-18,2024-12-04,"25C","NCBI",0
"3455",2025-06-18,2024-12-04,"other","California COVIDNet",0
"3456",2025-06-18,2024-12-04,"other","NCBI",0
"3457",2025-06-18,2024-12-04,"recombinant","California COVIDNet",0
"3458",2025-06-18,2024-12-04,"recombinant","NCBI",0
"3459",2025-06-18,2024-12-11,"24A","California COVIDNet",0
"3460",2025-06-18,2024-12-11,"24A","NCBI",0
"3461",2025-06-18,2024-12-11,"24B","California COVIDNet",0
"3462",2025-06-18,2024-12-11,"24B","NCBI",0
"3463",2025-06-18,2024-12-11,"24C","California COVIDNet",0
"3464",2025-06-18,2024-12-11,"24C","NCBI",0
"3465",2025-06-18,2024-12-11,"24D","California COVIDNet",0
"3466",2025-06-18,2024-12-11,"24D","NCBI",0
"3467",2025-06-18,2024-12-11,"24E","California COVIDNet",0
"3468",2025-06-18,2024-12-11,"24E","NCBI",0
"3469",2025-06-18,2024-12-11,"24F","California COVIDNet",0
"3470",2025-06-18,2024-12-11,"24F","NCBI",0
"3471",2025-06-18,2024-12-11,"24H","California COVIDNet",0
"3472",2025-06-18,2024-12-11,"24H","NCBI",0
"3473",2025-06-18,2024-12-11,"24I","California COVIDNet",0
"3474",2025-06-18,2024-12-11,"24I","NCBI",0
"3475",2025-06-18,2024-12-11,"25A","California COVIDNet",0
"3476",2025-06-18,2024-12-11,"25A","NCBI",0
"3477",2025-06-18,2024-12-11,"25B","California COVIDNet",0
"3478",2025-06-18,2024-12-11,"25B","NCBI",0
"3479",2025-06-18,2024-12-11,"25C","California COVIDNet",0
"3480",2025-06-18,2024-12-11,"25C","NCBI",0
"3481",2025-06-18,2024-12-11,"other","California COVIDNet",0
"3482",2025-06-18,2024-12-11,"other","NCBI",0
"3483",2025-06-18,2024-12-11,"recombinant","California COVIDNet",0
"3484",2025-06-18,2024-12-11,"recombinant","NCBI",0
"3485",2025-06-18,2024-12-18,"24A","California COVIDNet",0
"3486",2025-06-18,2024-12-18,"24A","NCBI",0
"3487",2025-06-18,2024-12-18,"24B","California COVIDNet",0
"3488",2025-06-18,2024-12-18,"24B","NCBI",0
"3489",2025-06-18,2024-12-18,"24C","California COVIDNet",0
"3490",2025-06-18,2024-12-18,"24C","NCBI",0
"3491",2025-06-18,2024-12-18,"24D","California COVIDNet",0
"3492",2025-06-18,2024-12-18,"24D","NCBI",0
"3493",2025-06-18,2024-12-18,"24E","California COVIDNet",0
"3494",2025-06-18,2024-12-18,"24E","NCBI",0
"3495",2025-06-18,2024-12-18,"24F","California COVIDNet",0
"3496",2025-06-18,2024-12-18,"24F","NCBI",0
"3497",2025-06-18,2024-12-18,"24H","California COVIDNet",0
"3498",2025-06-18,2024-12-18,"24H","NCBI",0
"3499",2025-06-18,2024-12-18,"24I","California COVIDNet",0
"3500",2025-06-18,2024-12-18,"24I","NCBI",0
"3501",2025-06-18,2024-12-18,"25A","California COVIDNet",0
"3502",2025-06-18,2024-12-18,"25A","NCBI",0
"3503",2025-06-18,2024-12-18,"25B","California COVIDNet",0
"3504",2025-06-18,2024-12-18,"25B","NCBI",0
"3505",2025-06-18,2024-12-18,"25C","California COVIDNet",0
"3506",2025-06-18,2024-12-18,"25C","NCBI",0
"3507",2025-06-18,2024-12-18,"other","California COVIDNet",0
"3508",2025-06-18,2024-12-18,"other","NCBI",0
"3509",2025-06-18,2024-12-18,"recombinant","California COVIDNet",0
"3510",2025-06-18,2024-12-18,"recombinant","NCBI",0
"3511",2025-06-18,2024-12-25,"24A","California COVIDNet",0
"3512",2025-06-18,2024-12-25,"24A","NCBI",0
"3513",2025-06-18,2024-12-25,"24B","California COVIDNet",0
"3514",2025-06-18,2024-12-25,"24B","NCBI",0
"3515",2025-06-18,2024-12-25,"24C","California COVIDNet",0
"3516",2025-06-18,2024-12-25,"24C","NCBI",0
"3517",2025-06-18,2024-12-25,"24D","California COVIDNet",0
"3518",2025-06-18,2024-12-25,"24D","NCBI",0
"3519",2025-06-18,2024-12-25,"24E","California COVIDNet",0
"3520",2025-06-18,2024-12-25,"24E","NCBI",0
"3521",2025-06-18,2024-12-25,"24F","California COVIDNet",0
"3522",2025-06-18,2024-12-25,"24F","NCBI",0
"3523",2025-06-18,2024-12-25,"24H","California COVIDNet",0
"3524",2025-06-18,2024-12-25,"24H","NCBI",0
"3525",2025-06-18,2024-12-25,"24I","California COVIDNet",0
"3526",2025-06-18,2024-12-25,"24I","NCBI",0
"3527",2025-06-18,2024-12-25,"25A","California COVIDNet",0
"3528",2025-06-18,2024-12-25,"25A","NCBI",0
"3529",2025-06-18,2024-12-25,"25B","California COVIDNet",0
"3530",2025-06-18,2024-12-25,"25B","NCBI",0
"3531",2025-06-18,2024-12-25,"25C","California COVIDNet",0
"3532",2025-06-18,2024-12-25,"25C","NCBI",0
"3533",2025-06-18,2024-12-25,"other","California COVIDNet",0
"3534",2025-06-18,2024-12-25,"other","NCBI",0
"3535",2025-06-18,2024-12-25,"recombinant","California COVIDNet",0
"3536",2025-06-18,2024-12-25,"recombinant","NCBI",0
"3537",2025-06-18,2025-01-01,"24A","California COVIDNet",0
"3538",2025-06-18,2025-01-01,"24A","NCBI",0
"3539",2025-06-18,2025-01-01,"24B","California COVIDNet",0
"3540",2025-06-18,2025-01-01,"24B","NCBI",0
"3541",2025-06-18,2025-01-01,"24C","California COVIDNet",0
"3542",2025-06-18,2025-01-01,"24C","NCBI",0
"3543",2025-06-18,2025-01-01,"24D","California COVIDNet",0
"3544",2025-06-18,2025-01-01,"24D","NCBI",0
"3545",2025-06-18,2025-01-01,"24E","California COVIDNet",0
"3546",2025-06-18,2025-01-01,"24E","NCBI",0
"3547",2025-06-18,2025-01-01,"24F","California COVIDNet",0
"3548",2025-06-18,2025-01-01,"24F","NCBI",0
"3549",2025-06-18,2025-01-01,"24H","California COVIDNet",0
"3550",2025-06-18,2025-01-01,"24H","NCBI",0
"3551",2025-06-18,2025-01-01,"24I","California COVIDNet",0
"3552",2025-06-18,2025-01-01,"24I","NCBI",0
"3553",2025-06-18,2025-01-01,"25A","California COVIDNet",0
"3554",2025-06-18,2025-01-01,"25A","NCBI",0
"3555",2025-06-18,2025-01-01,"25B","California COVIDNet",0
"3556",2025-06-18,2025-01-01,"25B","NCBI",0
"3557",2025-06-18,2025-01-01,"25C","California COVIDNet",0
"3558",2025-06-18,2025-01-01,"25C","NCBI",0
"3559",2025-06-18,2025-01-01,"other","California COVIDNet",0
"3560",2025-06-18,2025-01-01,"other","NCBI",0
"3561",2025-06-18,2025-01-01,"recombinant","California COVIDNet",0
"3562",2025-06-18,2025-01-01,"recombinant","NCBI",0
"3563",2025-06-18,2025-01-08,"24A","California COVIDNet",0
"3564",2025-06-18,2025-01-08,"24A","NCBI",0
"3565",2025-06-18,2025-01-08,"24B","California COVIDNet",0
"3566",2025-06-18,2025-01-08,"24B","NCBI",0
"3567",2025-06-18,2025-01-08,"24C","California COVIDNet",0
"3568",2025-06-18,2025-01-08,"24C","NCBI",0
"3569",2025-06-18,2025-01-08,"24D","California COVIDNet",0
"3570",2025-06-18,2025-01-08,"24D","NCBI",0
"3571",2025-06-18,2025-01-08,"24E","California COVIDNet",0
"3572",2025-06-18,2025-01-08,"24E","NCBI",0
"3573",2025-06-18,2025-01-08,"24F","California COVIDNet",0
"3574",2025-06-18,2025-01-08,"24F","NCBI",0
"3575",2025-06-18,2025-01-08,"24H","California COVIDNet",0
"3576",2025-06-18,2025-01-08,"24H","NCBI",0
"3577",2025-06-18,2025-01-08,"24I","California COVIDNet",0
"3578",2025-06-18,2025-01-08,"24I","NCBI",0
